timestamp,water_level_cm,precip_kauno-ams,temp_kauno-ams,Pt,API_t,API_norm,SMI_t,S_t,delta_WL_t
2024-08-21,0.0,5.5,21.18,5.5,14.234691350464505,0.2664620246085571,52.95,-0.6321034111873488,0.0
2024-08-22,0.0,4.1,16.43,4.1,16.199487647894827,0.3035257060264175,41.075,-0.6186714032625032,0.0
2024-08-23,0.0,0.0,17.92,0.0,13.769564500710603,0.25768792756820835,44.800000000000004,-0.6050560696488494,0.0
2024-08-24,0.0,0.0,21.48,0.0,11.704129825604012,0.2187258158787306,53.7,-0.5912614448635782,0.0
2024-08-25,0.0,0.0,23.27,0.0,9.94851035176341,0.18560802094267453,58.175,-0.5772916165517278,0.0
2024-08-26,0.0,0.0,19.25,0.0,8.456233798998898,0.15745789524702686,48.125,-0.5631507242749187,0.0
2024-08-27,0.0,0.0,18.4,0.0,7.187798729149064,0.13353028840572637,46.0,-0.5488429582847199,0.0
2024-08-28,0.0,0.0,18.62,0.0,6.109628919776704,0.11319182259062092,46.550000000000004,-0.5343725582809785,0.0
2024-08-29,0.0,0.0,21.73,0.0,5.193184581810199,0.09590412664778131,54.325,-0.5197438121555157,0.0
2024-08-30,0.0,0.0,23.53,0.0,4.414206894538669,0.08120958509636762,58.825,-0.5049610547215202,0.0
2024-08-31,0.0,0.8,17.96,0.8,4.552075860357869,0.08381032871198608,44.900000000000006,-0.4900286664290594,0.0
2024-09-01,0.0,0.0,15.61,0.0,3.8692644813041883,0.07092985685094168,39.025,-0.4749510720670502,0.0
2024-09-02,0.0,0.0,17.77,0.0,3.28887480910856,0.05998145576905394,44.425,-0.4597327394521046,0.0
2024-09-03,0.0,0.0,21.76,0.0,2.795543587742276,0.050675314849449364,54.400000000000006,-0.44437817810461344,0.0
2024-09-04,0.0,0.0,22.22,0.0,2.3762120495809347,0.042765095067785475,55.55,-0.4288919379124841,0.0
2024-09-05,0.0,0.0,21.52,0.0,2.0197802421437943,0.03604140825337117,53.8,-0.41327860778290443,0.0
2024-09-06,0.0,0.0,20.68,0.0,1.716813205822225,0.030326274461119008,51.7,-0.3975428142825566,0.0
2024-09-07,0.0,0.0,19.72,0.0,1.4592912249488912,0.025468410737704672,49.3,-0.3816892202666586,0.0
2024-09-08,0.0,0.0,18.85,0.0,1.2403975412065575,0.021339226572802485,47.125,-0.3657225234972692,0.0
2024-09-09,0.0,0.0,19.39,0.0,1.0543379100255739,0.01782942003263563,48.475,-0.34964745525122826,0.0
2024-09-10,0.0,6.8,17.34,6.8,7.696187223521737,0.14312046791521452,43.35,-0.33346877891818705,0.0
